Sindarin	English
Bragol Aragorn vatha i rochon vorn glinna hon	Suddenly Aragorn feels the rider glancing at him
Nallol i lostad dˆın metha	Screaming his sleep ends
Tiriel nan daur an´ıra achired ˆıdh ˆın	Staring to the forest he wishes to find his calm again
In edhil d´ıriel telir a pheded ah al lastad o hely dˆın	The watching elves are coming to talk and to hear about his dreams
beren venn a bell	bold a man and strong
Maethon veren	I fight boldly
Dartha d´ıriel	He remains watchful
Si le nallon!	Here I cry to you!
Beren vaethas	Bravely he fought
Maethon vae, beren ar bronathon	I fight well, bravely and will survive
Maethon vae, ni beren ar bronathon	I fight well, I am brave and will survive
Cenin venn veren a maer	I see a brave and good man
Cenin venn i beren	I see a man who is brave
Cenin chim venn veren	I see continually a brave man
Cenin chim venn i beren	I see continually a man who is brave
Cenin him benn beren	I see that continually a man is brave
An´ıron suilad vellyn nˆın	I desire to greet my friends
An´ıron huilad enam mellyn nˆın	I desire the greeting of my friends
Eglerio Daur ar Berhael!	Praise Frodo and Samwise!
Anˆıron suilad vinn a biss bain	I want to greet all men and women
Aragorn vaetha dan yrch	Aragorn fights against orcs
Aragorn, i beren, maetha dan yrch	Aragorn, who is bold, fights against orcs
Maetha Aragorn yrch	Aragorn fights orcs
Man mathog?	What do you feel?
Man mathog?	How do you feel?
Ni maer	I’m fine
´u-vathon ’alu	I’m not feeling happy
An´ıron gladhad	I want to laugh
Ni gruitheb na	I feel angry towards
Ni lhaew	I’m ill
No ce ammaer ab lˆu thent	May it be that you are better after a short time
No ce ammaer ab lˆu thent	Hopefully you are better soon
No achirig i lalaith gˆın	May you find again your laugh
No galu govad gen	May blessings go with you
No in elenath h´ılar nan rˆad gˆın	May all stars shine upon your path
Yrch nef fuin?	Orcs in the darkness?
Edhil ah edain bedir o hˆol Aragorn	Elves and men speak of Aragorn’s dream
Nauthon i ˆol hen taith en ´umarth dolel	I think this dream is a sign of coming doom
Boe m´ı tiriel	We have to be careful
Im gosta!	I do feel fear
Yrch hi anglennar aen!	Maybe orcs approach even now!
Hain ´u-’rogon	Them I don’t fear
Goston i aran fern ah i rochon hen uin ˆol nˆın	I fear the dead king and this rider from my dream
Ae in yrch aphadar ven	If orcs have followed us
pelir dartho min dawar	they can lurk in the forest
Ae in yrch aphadar ven aen, m´ı dangen	If orcs had followed us, we would be slain
Aragorn tˆır	Aragorn is right
Naid affaeg reviar trˆın fuin	Extremely bad things wander through the night
Ir Ithil eria	When the moon rises
in yrch ´u-verthathar toled	the orcs will not dare to come
Narthathanc aen naur ammeleg	We should maybe light a great fire
No d´ınen!	Be silent!
Iron vagol	I wish a sword
An´ıron gen cened	I desire to see you
No lagor i roch lˆın	Be swift thy horse
No annog nin gram	May you give me cake
Aen lagor i roch lˆın	May your horse be swift
Tolo i laer!	The summer shall come
Mudathog!	You shall work hard!
Mae vaethathalir!	Ye shall fight well!
No ce tiriel	You should be watchful!
No ce tiriel	Be it that you are watchful!
No tiriel!	Be watchful!
Boe tired i dawar	One must watch the forest
Boe lostad enni	I must sleep
Boe lostad enni	It is necessary for me to sleep
Boe an Aragorn tired i dawar	Aragorn has to watch the forest
Boe im lostol	I have to sleep
Boe im lostol	It is necessary that I am sleeping
Boe ’ni minn tiriel	The men have to be watchful
hon cenin ge	I may see him
hon cenin aen	I might see him
Ae cenin orch, nerin	If I see an orc, I run
Ae cenin orch aen, nerin	If I saw an orc, I would run
Ae tˆol, hon cenin aen	If he comes, I see him maybe
Ae tˆol aen, hon cenin	If he came, I would see him
Beriathon Edoras	I shall defend Edoras
Beriathon aen Edoras	I should defend Edoras
Padathon ned laer na Imladris	In summer I will go to Rivendell
Padathon aen ned laer na Imladris	Maybe in summer I will go to Rivendell
Hon egennin aen	I would have seen him
Ae egennin i orch aen, onuren	If I would have seen the orc, I would have run
Gwendolyn S´uliell, meldis e-lam edhellen	Gwendolyn Winddaughter, friend of the Elvish language
an´ıra suilannad	desires to send greeting to
´ıra istad ir ho telitha	desires to know when he will come
´ıra istad ir le telitha	desires to know when thou wilt come
A Pherhael ar am Meril suilad uin aran o Minas Tirith nelchaenen uin Echuir	To Sam and Rose the greeting of the king of Minas Tirith on the 31. of spring
Man sˆad i harch?	Where is the grave?
Ned aur aphadol ail	On the next morning it is raining.
M´odiel lim in edhil ah in edain adreviar	Having eaten swiftly, the elves and the men wander again
´Irar hi hired i harch	They wish to find the grave now
dan i aur bˆan r´oniel darthar	but having strayed all morning they rest
An´ırar heniad amman ´u-radar	They want to understand why they don’t find the way
Eolair drenar	Eolair tells
I harch deliannen aen	Maybe the grave is hidden
Pedir i dˆur e-harch pˆol gwerio i chin vˆın	They say the power of the grave can deceive our eyes
´u-agorenc naid tangadad han	We have not done anything to confirm it
dan m´ı englenniel aen	but we might have come close already
Ha tˆır.	It is true
I naid hin ´u-ch´oniel reniassem	We strayed, not having understood these things
Oneg nangweth idhren	You have given a wise answer
Anwenc os sarch?	We went away from the grave?
Man cerithanc?	What shall we do?
Awen naw	I had an idea
Boe padad nan had hen ias ´u-an´ıranc padad	We must go to the place where we do not want to go
´uvorathanc aen i chin vˆın dan i nguir vˆın	We should not trust our eyes but our hearts
Ae cerinc i nad hen	If we do this
hirithanc i harch	we will find the grave
Ma	Well
Cenin venn nef i hirion	I see a man on this side of the river
Onen estel in edain	I gave the people hope
Udulen ab Legolas na Imladris	I came after Legolas to Rivendell
Udulen na Imladris ab Legolas	I came to Rivendell after Legolas
Hon cenin	I see him
Legolas hon cˆen	Legolas sees him
Anna nin i ylf	He gives me the cup
Anna i ylf Aragorn	He gives Aragorn the cup
Anna i ylf enni	He gives the cup to me
Hebin i vagol anim	I keep the sword for myself
I harch	The grave
Nan meth hirir i harch ned uial	At the end they find the grave at twilight
Ha ereb na dalath vrand a sarnui	It is isolated on a high and stony plain
In ndaen enan eneg edain caedar ennas min mbyth	The corpses of six men lie there in puddles
I ’waew ring	The wind is cold
Foen dhuir telir o ndˆun	Dark clouds come from the west
In edhil carfar	The elves talk
I had hen barad	This place is doomed
Maer darthad aen atham minnad	Maybe it is better to wait than to enter
´u-ammaer	It isn’t very good
I fuin delitha hi	The night is now coming
Im ´u-dharthatha an i noll	I will not wait for the darkness
Guldur si.	Dark sorcery is here
Dan tˆur in edhelath beriatha ven	But the might of the elven-folk will protect us
Bertho!	Dare it!
Vi lˆır edhil ah edain badar nan harch	In a row elves and men go towards the grave
Ha haudh dofn na fen dithen	It is a low mound with a small opening
I fen hollen	The doorway is closed
Ninias belia idh rainc ˆın a pˆed bith ioer	Ninias spreads his arms and speaks ancient words
I fen edra	The door is opening
Penim vast	We lack bread
Adhanc i vauglir	He slew the tyrant
sellath en aran	all daughters of the king
Lassath danner	All leaves are fallen
Mellonath nin awarthanner	All friends have forsaken me
Laiss bain danner	All leaves are fallen
Pelig reviad na Imladris Im dartha	You can go to Rivendell I stay
An´ırog maethad im ´u-an´ıra	You want to fight however I do not
Dagor dan i morchaint	Fight against the shadows
Adel i fen	Behind the doorway
aglonn dhem tˆog dadbenn	a gloomy passage leads downward
In edhil narthanner ylf	The elves light torches
dan cenir fae	but they see poorly
I aglonn taen	The passage is long
Nan meth telir na ham veleg nuin haudh	At the end they come to a great hall below the mound
Bragol thiar gaint vyrn o min bain ah anglennar	Suddenly dark shapes appear from all directions and approach
No tiriel!	Be watchful!
Ninias, anno i galadag enni!	Ninias, give me your light!
Baw Ammaer ae hebin i galad anim!	No It is better if I keep the light myself!
Maglan hain ´u-charna.	My sword doesn’t hurt them!
Morchaint, lasto bethan veleg!	Shadows, hear my mighty word!
Drego i galad!	Flee the light!
Gwaew vragol luithia i ’aladath dˆın ar Aragorn ereb mi dh´uath	A sudden wind quenches all their lights and Aragorn is alone in the darkness
Hˆol hent ˆın ar lathrada.	He closes his eyes and listens
´u-lasta naid dan nosta ast barch ah iaur mi ’welu	He does not hear a thing, but he smells dry and old dust in the air
Bragol matha gam ring mabad nan rancˆın a magolˆın drava nan gant.	Suddenly he feels a cold hand reach for his arm and his sword hews at the shape
A hi han harna	And now he wounds it
Nalla: ’Ae ´u-genigir peligir hain harnad!’	He cries: ’If you don’t see them, you can wound them!’
Hˆeb i lembais anin	He keeps the waybread for himself
Annon vagol anest	I give him a sword for himself
´u-chebin estel anim	I do not keep hope for myself
u-chirig nin hi nan had istassen	You will not find me now at the usual place
I aran fern	The dead king
Aragorn gleinannen na nglam e-ndagor	Aragorn is enclosed by battle-sounds
Lasta edhil hernennin	He hears that elves are wounded
dan ´u-gˆen naid	but he does not see anything
I vagol ˆın orthiel pada ned mˆor	Having raised his sword, he is going into the darkness
Nan meth thia ’lˆın	At the end a gleam of light appears
Pˆol ceni fela veleg	He can see a great cave
Cant anglenna; cant sui daen na rˆı vallen	A shape is approaching, a shape like a corpse with a golden crown
Aragorn ’roga a gˆır	Aragorn feels terror and shivers
I vagol ˆın danna nan dalaf	His sword is falling to the ground
Bragol edhel dˆol e mˆor	Suddenly an elf is coming out of the darkness
E Ninias	It is Ninias
E anglenna i aran fern ah orthiel i fair ˆın pˆed bith e-dˆur	He approaches the dead king having raised his right hand and speaks words of power
I aran fern hˆad dhˆuath dan Ninias	The dead king throws darkenss against Ninias
Aragorn an´ıra toged dulu, dan ho sui nuithannen	Aragorn wants to help, but he is like paralyzed
Ninias nalla:	Ninias cries:
’Aragorn, drego! Avo acheno! Noro!’	’Aragorn, flee! Don’t look back! Run!’ 
Heria maethad a gˆıl thia thent	He begins to attack and a bright light appears briefly
Aragorn drega a lhasta chˆul ’ortheb adel in Aphadol dˆın	Aragorn flees and hears a horrible scream behind himself, followed by silence.
Nin estar Legolas	They call me Legolas
Nin estar Legolas	I’m called Legolas
Annathar dulu mi Imladris	You will be helped in Rivendell
Nin egennir	I have been seen
Ae ´u-chorthannen aen, nin egennir	If I had not hurried, I might have been seen
Ae ni cennen aen, onuren	If I had been seen, I would have run
Ir telithagir, ce suilennin	When you come, you will be greeted
I laer linniel, ni egleriannen	Having sung the tune, I was praised
I nen i rimma or sern	The water flowing over the rocks
I dhregad es sarch	The flight from the grave
Sern cheriar dannad ah Aragorn nˆor nan fen	Suddenly, stones begin to fall and Aragorn is running to the doorway
´u-rˆen i rad	He doesn’t remember the way
dan ´u-dhartha	but he does not stop
Bragol or son gond talt ah Aragorn gˆab nan edraith ˆın	Suddenly, a stone above him is falling and Aragorn jumps in order to save himself
Nan meth tira galad ar anglenna fen	At the end he sees light and approaches the doorway
Dˆar bo ceven	He stops on the earth
Nef fuin	It is well into the night
Gwanod in edhil obul drego es sarch	A number of elves could flee from the grave
dan Aragorn vellyn rim ´u-geveditha ad	but there are many friends whom Aragorn will not meet again
Adel hon i fen e-harch hˆol an-uir	Behind him, the doorway of the grave closes forever
I mronanner gerir naergon af firn	Those who survived make a lament for the dead
In edhil vr´uniel awarthar i had e-harch erin aur aphadol	The surviving elves leave the place of the grave on the next day
Edain ah edhil bedir novaer	Men and elves say farewell
In edain badar nan mbˆarˆın	The men are going to their home
ar in edhil adreviar na Imladris	and the elves wander back to Rivendell
Erin heriad en iavas telir ennas	At the beginning of fall they arrive there
ah Aragorn pada an govaded Arwen	and Aragorn goes to meet Arwen.
I riss anglenniel egemmin	Having approached the ravine I jumped
I riss anglenniel egemmin	After I had approached the ravine, I jumped
Narthannen in naur	I lighted the fire
Aphadol lostassen	Then I slept
Adarad egennin orch	Yesterday, I saw an orc
Io evennin na dawar	Before that, I went to the forest
An Aragorn avant na Imladris	For Aragorn went to Rivendell
Han cerin an edraith ammen	I do it for the saving of us
Han cerin an edraith ammen	I do it because I want to save us
Linnon am meleth vˆın	I sing for our love
Linnon am meleth vˆın	I sing because I love you
Udulen al linnad	I have come for singing
Udulen al linnad	I have come in order to sing
Mudasseg far	You have worked enough
Ha farn palan	This is far enough
Telitha i lu g ˆ ˆın	Your time will come
Aragorn adgovad Arwen na lanthir nef riss Imladris	Aragorn meets Arwen again at a waterfall on this side of the valley of Rivendell
Uduleg revianneth and	You have come a long journey
Udulen	Yes
Man agoreg?	What did you do?
Edregol renin ’osten ir ni nuin haudh marad	In especial I remember my fear as I was under the doomed hill
Egennin Ninias maetho	I saw Ninias fight
dan im sui nuithannen	but I was like paralyzed
Nan meth orthor i aran fern	At the end he defeated the dead king
dan e dangen	but he was also slain
Yrch ´u-drastathar in edain	Orcs will not trouble the men
dan i dulu nˆın tithen	but my help was small
Telitha i lˆu gˆın	Your time will come
´u-chenion hi bain	I don’t understand now everything
dan iston cerithog naid verin a thoer	but I know you will do brave and great things
´u-iston ias egor ir, dan gweston	I don’t know where or when, but I promise
Hebo estel	Have hope
Pelin pedi i lam edhellen	I can speak the elvish language
An´ıron cened Aragorn	I with to see Aragorn
Udulen al lastad	I came in order to hear
Mas han agoreg?	Where did you do it?
Agoren ennas, ias nin ´u-chirig	I did it there where you will not find me
Mar han cerig?	When do you do it?
Ir nin ´u-dirig	When you do not watch me
Tolo, hîr nîn!	Come, my lord!
Le darthathon ne Chiriliant nuin Ithil	I will wait for you on Ciril's bridge, under the moon
Ne chenedril deliannen an uir i eiliant	In the looking glass, I hid the rainbow forever
Orath o Amrûn anglennant	The lights of Dawn approached
Sûl forodren!	North wind!
Hebithon am melethron	For my lover
nîn angoll elui, esgal chithui	I will get dressed with a stars coat, a veil of fog.
Gwedithon ne thail nill nibin	I will attach small bells to my feet
Amrûn!	Dawn!
Rýn nîn linna ess lîn	My steps sing his name
A vrannon vain!	O beautiful lord!
Guren chelthennin 'iritha or i ringloss	My naked heart quivers on cold snow
Im alagos	I am a violent wind
Breithatha i 'líchaust vara	The impetuous honey bed bursts suddenly
I graban ed Amrûn dhrega	The raven of Dawn leaves
Man Gil-galad?	Where is Gil-galad?
mabent Gelir	asked Merry
dan Telcontar ú-dhambent	but Strider not-answered
a e thiant i siriant vi innath	and he seemed that he flowed in thoughts
Na-vragol i-lam dofn norr	Suddenly the voice low murmured
O Gil-galad i Edhelchír	About Gil-galad the Elven-king
dim linnar i thelegain	sad sing the harpers
Im Belegaer a Hithaeglir	between Great-sea and Misty-mountains
Aran ardh vethed vain a lain	king of reign last fair and free
Gariel maegech Gil-galad	Holding sharp-spear of Gil-galad
Thôl palan-gennen, ann-vegil	helm afar-seen, long-sword
A giliath arnoediad	and stars unnumbered
Tann thann dîn be genedril	show the shield his like a mirror
Dan io-anann os si gwannant	But ago-long from now he passed
A mas, ú-bedir ithronath	and where, not-say loremasters
An gîl dîn na-dúath di-dhant	for star his to-darkness down-fell
vi Mordor, ennas caeda gwath	in Mordor, there lays shadow
Nae!	Alas!
Be-vall dannar lais na-húl	Like-gold fall leaves with-wind,
ínath arnediad bin revail gelaidh!	years without-count like wings of trees!
Ínath wannanner be yllath gelig e-viruvor velui	years passed like draughts swift of miruvor sweet 
ned bair erchail athan Annûn	in houses lofty beyond West
di-rynd luin Elbereth ias elenath thiliar	under-vaults blue of Elbereth in-which stars glitter
na-lír lam dîn aer a brand	with-song of voice her holy and noble
Man adbannatha hi ylf anim?	Who will refill now cup for-me?
Dan hi Elbereth Gilthoniel orthant cammad în od Uilos	For now Elbereth Gilthoniel lifted two-hands her from Everwhite
bin fain a dúath dadlemmir lonnath phain	Like the clouds and shadow down-licked paths all
a fuin eth thindor caeda na-falvath immen dad	and darkness out-of grey-land lies on-foams between-us two
a hith doba vírath e Girith Galad an-uir	and mist covers jewels of Calacirya for-ever
Gwannen hi Dor Belain, gwannen o Thrûn!	Lost now Valinor, lost from East!
Navaer!	Farewell!
Dor Belain hirithar aen allen	For-thou found may be Valinor
Allen hirithar aen. Navaer!	For-thou found may be. Farewell!
Pent Legolas	Said Legolas
Ar im padathon vi eryn en-dôr vain hen i nâ îdh far	And I shall-walk in the woods of land fair this, which is rest enough
Ned orath i telithar	In days which will-come
ae hîr nín Edhellen devitha	if lord my Elven will-allow
pin o gwaith vín anglennatha simen	some from people our will-approach hither
ar ir telitham natha dôr hin i 'alu	and when we-shall-come it shall-be land this the blessing
dan na lû thent	but for a time short
Na lû thent	For a time-short
ahad, cuil, haran inath in Edain	month, life, hundred years of Men
Dan Anduin nef	But Anduin is on-this-side
ar Anduin tôg dadbenn na 'Aear	and Anduin leads down to Sea.
Na 'Aear!	To the Sea!
Na 'Aear	To Sea
na 'Aear!	to Sea!
Mýl 'lain nallol,	Gulls white are crying,
I sûl ribiel a i falf 'loss reviol.	The wind blowing and the foam white flying,
Na annûn hae, ias Anor dannol.	To West far, in-which Sun falling.
Cair vith, cair vith, lastal hain canel,	Ship grey, ship grey, do-you-hear them calling,
Lamath in-gwaithen i gwennin no nin?	Voices of my-people that passed before me?
Gwannathon	I-will-leave
gwannathon taur i onnant nin	I-will-leave forest that bore me;
an midui orath vín a dennin inath vín	for last days ours and falling years ours
Trevedithon 'aear land erui ciriel	I-will-traverse Sea wide lonely sailing
Falvath enainn bo Mathedfalas dannol	Waves long on Last Shore falling
Lamath vilui vi Tol Gwannen cannen	Voices sweet in Isle Lost calling
Vi Tol Ereb	In Lonely Island
ned Bar-in-Edhil i Edain ú-gennir	in Elvenhome that Men did-not-see
Ias lais ú-dhannar	In-which leaves fall-not
dôr en-gwaith nín an-uir!	land of people mine for-ever!
A linniel hen Legolas gwannant dadbenn en amon	And singing this Legolas went-away downwards of the hill
I Râd ui-renia lim a lim	The Road ever-goes on and on
dad od annon ial heriant	Down from the doors from-which it began
Si palan-'wenniel nâ Râd	Now far-have-gone is the Road
a boe anim bo den padad	and it-is-necessary to-me on it to-walk
aphadol den na-dail verai	Pursuing it with-feet eager
na-den ten ertha râd annaer	Until it unite-with road greater
ias raith a lynd lim gevedir	Where paths and tracks many meet
A na-man hi?	And to-what now?
Ú-bedithon	I-will-not-say
Isto hi ist in-Únath Guin!	Know now the lore of the Creatures Living!
Er canad esto 'waithath lain	First four name peoples free
Iarwain min il	Eldest among all
i Edhel-chên	the Elf-child
Nogoth i nâf ne mair nýr dîn	Dwarf who delves in deep houses his
Onod gev-onnen	Ent earth-born
iaur bin eryd	old as mountains
Fair barad fired	Man doomed to die
fael rochir hin	fair-minded horse-master this
Cabor i châb	Frog that jumps
carpholch vaethor	boar the warrior
Megli faroth vaed	Bear hunter skilled
mund ne nadhor	bull in a pasture
Rosg i ruitha a rýn haig	Fox that hunts and hound hungry
Aros annrass	Deer long-horned
alph nimwain	whitest swan
Thoron vaeg-heneb	Eagle sharp-eyed
hû i 'awn	dog that howls
Laboth labol	Hare hopping
lyg ringwain	snake coldest
Morn 'ellui	Darkness triumphant
A adan fael, lasto enni!	O generous man, listen to me!
i Nogoth ereb pent ef fuin	said the lonely Dwarf out of the night
Im broniant ann-lend bangad mhegil gerthui echannen na nGelydh a thand lebethron togannen od eryn chaeron Ennorath.	I endured a long journey to trade a runic sword made by the Wise Elves and a shield of lebethron brought from the far woods of Middle-eath
Di-melegachas oh Yrch	In great fear of the Orcs
i machor 'enediant	the pedlar counted
Neder miriain ani' naidh hin phain	Nine pounds for all these things
egor leben an erui a canadh miriain	or five for the first and four pounds
toloth cenaith, an edwen	three shillings, for the second
Glamhoth danc hon	The yelling horde killed him
A adan fíreb, tiro nin!	O mortal man, look at me!
i Edhel ereb pent ef fuin	said the lonely Elf out of the night
Linnon i charthad uireb nin am meleth	I sing my eternal hope for love
ant Belain melthin sogannen o ceilph gelebrin	the gift of the golden Gods drank from silver vessels
Glirint di-nguruthos	He sang in the shadow of death
Bartha men darthad ned Ennorath	We are doomed to stay in Middle-earth
tenn i nagor vedui o menel	until the last battle under the sky
Glamhoth danc hon	The yelling horde killed him
Nef ardhon	On this side of the world
ben-edhel a ben-nogoth	without Elf and without Dwarf
Balan ercheneb	the God with one eye
crebain tad erin dhôl dîn	two ravens on his head
lála	is laughing
Sí na vedui	Now at last
gerin Gannas Ennorath mi-chammen angren	I hold the Shaping of Middle-eath in my hand of iron
Morgoth leithiannen	The dark enemy is released
Find dîn morn be taurfuin	Hair his black as nightforest
hennad be elin iavas silivrin	eyes as stars autumn sparkling
Magol dîn celeg	Sword his swift
dagrant ú-rem	he battled seldom
e milui ar idhren	he kind and wise
E mell velethril eriol	Lady-love one heart held
athar phith thenin melethron	beyond words her true lover
Ne thaurdinnu firn Michrist vîn nuin elenath e lasbelin	In twilit forest died First-Sword ours under stars of autumn
Men urem an arvellon	We few and friendless
arnediad ah boeg cothath vîn	countless and cruel foes ours;
Am meriad ammen ne thraw	For protection for us in the wilderness
e callon vinai vedui	he hero alone last
Beleg ho	Strong he
u-verthant heriad dîr gudwarthen vregol dîn	not-dared straight confrontation foe-traitor violent his
Duliel ned i dhu taurvorn danc o adel na gui	hidden in the night blackforest, slew from behind with bows         
U-'ernim nesto ho egor gedi acharn or chyth din	We could not heal him or catch vengeance over his enemies
Arphent	And-he-said
avlinno naergonath	don't-sing laments
a ned rainc bess vell din e firn	and in arms wife dear his died
Cíniel hon caedol gwann ennas	Having seen him laying dead there
beth vedui în u-lathrannen	word last his unheeded
Ned i echad boe awarthad	In the camp it was necessary to abandon
noe eriol ónem a naen	a lament alone we gave to the slain
Linno Kharas Crist-Erui	Sing Edge Sword-First
firn maethor thelion ned estel	died warrior purposeful in faith
Lasbelin gwaew linnatha o dínen ned ast dannen ho	Autumn wind will-sing of silent in dust fallen he
Ne morn uireb uidafnen hennad dîn gilvíriel	In night eternal ever-closed eyes his star-gems
I daur ned aur geleriol  ú-echuiatha tíro	Will not have awakening for-watching the dawn forest growing
Naergon an Kharas Crist-Erui	Lament for Edge First Sword
Narn en-Angol	Rhyme of-Lore
Cîr dynd ah erain dynd	Ships tall and kings tall
neledh lui neledh	three times three
Man tyngir o dôr dhannen	What did-they-bring from land fallen
Or-aear hirol?	Over-the-sea flowing?
Geil odog a sern odog	Stars seven and small-stones seven
A galadh hilivren vîn	And tree shimmering-white one
Pent Fangorn Onod na 'Aladriel a Geleborn	Said Fangorn the Ent to Galadriel and Celebor
Io anann	Long
anann ir gevennim na-delch a na-'ond	long ago when we met by stock and by stone
A vanimar, vanimálion nostari!	A vanimar, vanimálion nostari!
Sen dhem gevedim na-erui hi na-vedui	It is sad that we should meet only thus at the ending
Thinna i ardhon	For the world is changing
han mathon ne nen	I feel it in the water
han mathon ne chef	I feel it in the earth
han noston ne gwilith	and I smell it in the air
Law ingon ad geveditham	I do not think that we shall meet again
A pent Celeborn	And Celeborn said
Ú-iston, Iarwain	I do not know, Eldest
Dân phent Galadriel	But Galadriel said
Law ned Ennorath	Not in Middle-earth
law na-den in nýr i chaethar nuin falvath ad erthennin	nor until the the lands that lie under the wave are lifted up again
Ennas pulim govaded ne pharth i-thether e Nan-Tathren ned Ethuil	Then in the willow-meads of Tasarinan we may meet in the Spring
Navaer!	Farewell!
Pân i valt law thilia	All that gold does not glister
Law pain i reviar mistar aen	Not all that wander are strayed 
Iaur i vell law thinnatha	Old that strong won't fade
Law thynd dýfn na-niss rathar aen	Not roots deep by-frost are-reached
O lith naur echuiathar aen	From ash fire will-be-woken
Calad uin dúath thuiatha	Light from-the shadows will-spring
Adamminen i vagol vreithannen	Re-forged the sword broken
Pen-thôl ad echannen i aran	Without-crown again made the king
Glîr i Chyrf e-Ndur	Poem of-the Rings of-Power
Corf neledh 'nin Ellerain nui venel	Rings three for-the Elven-kings under-the sky
Odo'ni Nauhírath vi rynd gonui în	Seven for-the Dwarven-lords in halls stony their
Neder'ni Fîr Fírib beraid fíred	Nine for-the Men mortal doomed to-die
Êr am Morchír bo morn-orchamm dîn	One for Dark-lord on dark-throne his
Vi Dor e-Mordor ias i-Ndúath caedar	In Land of Mordor in-which the-Shadows lie
Er-chorf a thorthad hain bain	One-Ring for ruling them all
Er-chorf a chired hain	One-Ring for finding them
Er-chorf a thoged hain bain a din fuin an nuded hain	One-Ring for bringing them all a under darkness for binding them
Vi Dor e-Mordor ias i-Ndúath caedar	In Land of-Mordor in-which the-Shadows lie
An Aragorn Arathornion Edhelharn	To Aragorn Arathornson Elfstone
Aran Gondor a Hîr i Mbair Annui	King or Gondor and Lord of the Western Lands
suilad o Pherhael Baravornion	greeting from Samwise Hamfastson
Condir i Drann	Mayor of the Shire
erin Ivanneth neder a tadphaenui uin anor 1470 ben genediad Drannail	on-the September 29th of the 1470th sun according to reckoning of-Shire
Aranen Vuin!	My-king beloved!
Sir edinor en-edledhiad Iorhael i-Daur na Annún	Today is anniversary of-the departure of Frodo the 'High' to West
na Dol Ereb	to Lonely Island
Nelui Andrann methant a tôl andrann eden	Third Age ended and comes age new
Im iaur dan ellui dorthon ned sîdh ned Ardh Aderthannen	I am old but glad that I live in peace in Kingdom Reunited
A Iorhael híren linna a egleria Rodyn ned Dol-Ereb	And Frodo my lord sings and glorifies the Valar in Lonely Island
Aníron	I want
Aranen	my-King
le trenared vith vedui Galadriel i lastannen ned Mithlond	to thee to recount words last Galadriel which I heard in Grey Havens
ir Elrond	When Elrond
Celeborn a Galadriel edlennir Ennorath	Celeborn and Galadriel left Middle-earth
Naergon Galadriel teithon ned Quenya	Lament Galadriel I wrote in Quenya 
egor ned Lam in-Ngódhil be lastannen ned Mithlond	or in Tongue of the Noldor as heard in Grey Haven
Ir i gair vedui edlenn o Mithlond lastannem bith hin Galadriel	When the ship last left from Grey-Havens we-heard words these of Galadriel
Ir cenin eilph reviol	When I-see swans flying
a lassath dhannol nu 'elaidh	and leaves falling under trees
aníron Ethuil cheriol	I want Spring beginning suddenly
Le suilannon uin Drann	Igreet you from-the Shire
Lathron ben ned eryn	I hear someone in the woods
glamor uin galan ir govannem	an echo from the day when we met
An uir aewath linnathar a chervess olthad nîn	For eternity birds will sing for the lady of my dreaming
He bada min nadhras galen a parth lothen	She walks between green pasture and flowery field
Trevódiel orath drestennin	Having traversed troubled days
broniannem lennath dhuir a charnath arnediad	we endured dark journeys and countless wounds
A Elleth ivorcheneb	O Elfin maid crystal eyed
dartho, ú-aníron cuinad ereb	wait, I won't live alone
Avo awartho nin	Don't forsake me
annathon le chênn a mar mhilui	I'll give thee a child, and a friendly home
Gweston le, meleth ú-thinnatha	I swear thee, love won't fade
a harthad edlothiatha adwain	and hope will blossom anew
Avo doltho mhorn, melethril nîn	Don't summon the night, my love
Gondor! Gondor, min Eryd a Gaear!	Gondor! Gondor, between Mountains and Sea!
Ennas thuiant Sûl Annui	There blew West Wind
i galad erin Geleborn	the light upon the Silver-tree
Pend be ross lim nes saint in-Erain ioer	fell like bright rain in gardens of the ancient Kings
A remmais erchail!	O lofty walls!
Beraid 'lain!	White towers!
A rovalthol a mallorchamm!	O winged-crown and golden-throne!
A Gondor, Gondor! Tirathar Edain Geleborn	O Gondor, Gondor! Shall Men behold Silver-tree
Egor Sûl Annui ad thuiatha min Eryd a Gaear?	Or West Wind blow again between Mountains and Sea?
Arphent Cirion	And Cirion said
i 'west hen bronatha an rîn aglar Dôr-en-Êl	this oath will last for the remembrance of the glory of the land of the star
a bronwe Elendil Sadron	and of the faith of Elendil the faithful
Hebithar ha aen	They shall keep it
i cherir erin erchaim ned Annûn ar i Vin i northa or erchaim phain an uir	those who sit on the thrones in the West, and the One who dwells above all thrones forever
Al Legolas aun beth hen	To Legolas she sent this word
Dorthol ui nu 'aladh Legolas	Legolas Greenleaf long under tree
Vi glass avo anglenno i aear!	In joy thou hast lived Beware of the Sea!
Ae lastathach ganed 'wael o falas	If thou hearest the cry of the gull on the shore
Gûr lín ú-eritha hîdh bor vi taur	Thy heart shall then rest in the forest no more
Naergon an Thinnuel	Lament for Evenstar
a Tinw	and the little star
Ne minuial tôl lû	At starfade a time comes
Ir tirich er-'îl gelair awarthannen	When you see one brilliant star left behind
Ir in-elenath gwennin	When the starry host has departed
I 'îl thinna	The star fades
i amar ú-dhartha	the world does not wait
Am man darthon a linnon	Why do I linger and sing
Nu galad hen fireb?	Under this fading/mortal light?
Eirien vi elenyr	There is a daisy among the elanor blossoms
Enni e bain	To me it is fair
